OpportunityId;CompanyName;Quarter;TeoricalValue;VariationPerc;RealValue;QualificationLevel;TTC;Winner;Status
WoqxJ0LLSu4jZdsefWTqNoOF;Southend Exteriors;2019 Q2;511;-10;460;3;72;null;OPEN
Hw83ZeuBmu7hWMIJD7UCWg2F;Cashbloom;2019 Q2;63;-49;32;1;23;null;OPEN
379Un11rfcTVDQD8R2mg52F8;Innovest Systems;2019 Q2;15;-50;8;1;82;null;OPEN
8671LjbHiJA9DMdtr6Slaq3L;Career Step;2019 Q2;195;-26;144;2;130;null;OPEN
m41dbODATs64pgsHC2eTtyQl;Global Conductor;2019 Q2;263;6;279;3;77;null;OPEN
F3vGIHnFo6PwjAdLKSx0HduV;TEVET;2019 Q2;598;12;670;3;101;null;OPEN
2pM4J1Du5mDzeT4FvdAfBwb8;NuevaCare;2019 Q2;570;13;644;4;123;null;OPEN
KMeuoWzwTergOtZz6wytw7kH;Executech;2019 Q2;198;-48;103;2;134;null;OPEN
ChfKlHmV7vJrI2Vwe9hCiceP;Strongbridge;2019 Q2;532;-50;266;1;84;null;OPEN
IIhGrPCOhPiyH2kFnzcIW1hw;Matt Curtis Real Estate;2019 Q2;711;-20;569;2;42;null;OPEN
Op8Fk3HcESml9XJE8X3teQcO;Sparkle In Pink;2019 Q2;696;14;793;4;127;null;OPEN
RZymI5nDOOtQ4ia0HQYkYe0u;Performance Plus Carts;2019 Q2;630;-39;384;2;117;null;OPEN
a6wtZjn6vg39B18Q3X8Fh5AV;Emerald Isle Landscaping;2019 Q2;120;14;137;4;77;null;OPEN
cIhji6tQmZPJIn3U5Bo7MlbV;Biomedical Research Laboratories;2019 Q2;30;10;33;3;8;null;OPEN
JetsFZMSlrCtaLnqBgbDpVKn;1798 Consultants;2019 Q2;351;-11;312;2;66;null;OPEN
Q5KMQJ8ICfRCdHC69GRIuzOA;Evidon;2019 Q2;1070;14;1220;4;102;null;OPEN
xRUIXg7AXK0NrLr49urR1Vob;RAR Hospitality;2019 Q2;1202;8;1298;3;35;null;OPEN
gyrJH2oeeW2yAHJ8c44JBqeK;Lighter Capital;2019 Q2;963;4;1002;2;132;null;OPEN
9GD3UKFTdjZ3PiceHDQPWXhG;Sweet Peach Wax & Sugaring Studio;2019 Q2;142;9;155;3;32;null;OPEN
7DwojNed1QpQcG9YduEeP4zx;PeriShip;2019 Q2;173;-48;90;1;60;null;OPEN
whNB3uwGtki1Rwc9ZoE8NJ9R;InfoReady;2019 Q2;209;-22;163;1;24;null;OPEN
fDaZS461mOz9L64acZ3cC4iR;Uproar PR;2019 Q2;329;14;375;3;80;null;OPEN
YEsyx5VSIwlgZPMah0IyTOxO;Clarion Security;2019 Q2;1139;-14;980;3;24;null;OPEN
HcP8zhnYuG22MS21g6S8SFxW;LIBERTY Dental Plan;2019 Q2;178;-5;169;3;52;null;OPEN
j7BNcQ5ATtEDs3D5KwEbN4qh;Mammoth Networks;2019 Q2;736;8;795;2;75;null;OPEN
BpbpWfWWVfb3ekSiw7azgy4G;IST Research;2019 Q2;121;-40;73;2;120;null;OPEN
4mAOrvSs317xNknL2OVrW6Fi;Verys;2019 Q2;799;-49;407;1;117;null;OPEN
dNOrxUk8w8VZDpCB88bAOKQF;9Gauge Partners;2019 Q2;1026;-42;595;2;90;null;OPEN
35k0mN6cieCkqjcZMDINAcba;V Digital Services;2019 Q2;142;15;163;4;133;null;OPEN
9dKDYnbTQMPmrcHvfm39zbxq;CTE Logistics;2019 Q2;947;-18;777;1;71;null;OPEN
gLgCY4ueQBfcEucKXueilfCS;INNOVATIVE REASONING;2019 Q2;84;-50;42;1;123;null;OPEN
IDVAlQgZoMV1QLPLZQr3eVBv;Laudan Properties;2019 Q2;627;11;696;3;76;null;OPEN
ZMNODvTrtTcYrvxVmdpCZMb3;Prolific Interactive;2019 Q2;318;15;366;4;102;null;OPEN
h9LSDpq73HwiO4SozaWUlpEn;H&F Bread Cpmpany;2019 Q2;311;-27;227;1;89;null;OPEN
E0c0LrGAhbJ2L4w5AgsPGBY1;Side By Side Stuff;2019 Q2;23;-15;20;2;62;null;OPEN
PFETjDtu3Ngz1LLcsx7az5WO;Spindrift;2019 Q2;1093;2;1115;3;90;null;OPEN
shtrnZXrXCTxYth9LpYM3exw;Katom Restaurant Supply;2019 Q2;7;14;8;3;88;null;OPEN
GZOXOVxgZqeSjKVQEfxrnW9e;RE 360;2019 Q2;217;15;250;4;131;null;OPEN
1kMGdDPGH8dd0LhVbxUOAxlf;Valiant Solutions;2019 Q2;253;0;NaN;5;77;null;OPEN
HfySSVeTsExb7xj2Z8n0EN6a;ORS Partners;2019 Q2;383;-1;379;3;114;null;OPEN
E2FB6XiiOrLvZRacBhB9Rn2N;HomeVestors of America;2019 Q2;540;-50;270;1;40;null;OPEN
VHJALnogQquV9NbraH2vmZsU;Global Sourcing Connection;2019 Q2;774;11;859;3;59;null;OPEN
KLst4G31kC8D0fvM8ppeVHmF;SnapCap;2019 Q2;319;1;322;2;79;null;OPEN
6P0dIrCyhHKB0GMcVZeyVxyf;ICONSOFT;2019 Q2;368;13;416;3;76;null;OPEN
pMdOWFen6qlhSkwKtjtGD3FL;AWD Management Services;2019 Q2;708;-24;538;3;21;null;OPEN
XivBzzasBmpxAbeCivJCXeZa;Apex Home Loans;2019 Q2;800;-39;488;2;55;null;OPEN
4h4mehf3NqlADqHTrq37tnct;Philosophie Group;2019 Q2;500;14;570;4;58;null;OPEN
5pQMOPb1DAwzlUNE5yF2PaO3;247Headhunting;2019 Q2;13;2;13;3;104;null;OPEN
sr5LkpFjn07l01QQ9NEfX9eI;Accelerated Claims;2019 Q2;675;-42;392;1;68;null;OPEN
fr3JLQrNh0OZLeq2kc7GuJG7;ScribeAmerica;2019 Q2;808;-41;477;1;110;null;OPEN
DO5N4RvAYKfOOLHKfzHlmhmy;United Mailing Service dba UMS;2019 Q2;339;-16;285;3;129;null;OPEN
y8nwgBzJWvpNAmv0NBpntIkf;CTE Logistics;2019 Q2;67;-32;46;2;27;null;OPEN
ShdPzDsPkl94dz7e1eC3grpR;4SIGHT Supply Chain Group;2019 Q2;81;-13;70;3;29;null;OPEN
NXJov1MdYXTtBp6a1iyT6Jms;Pacific Gold Marketing;2019 Q2;617;0;NaN;5;15;null;OPEN
ocMNn19fL8LTLrlmKwmcMmkZ;Gamma Labs;2019 Q2;347;-50;174;1;122;null;OPEN
A0zDzevcccwKInuqLbQ4kUW4;Skin By Lovely;2019 Q2;348;-8;320;1;101;null;OPEN
QCglFKLLMGAjyyU9f1I3vKH5;Access Networks;2019 Q2;400;6;424;3;7;null;OPEN
pZB56J664qsS9ho5yQ6Qoe7w;Advantage Media Group;2019 Q2;178;-13;155;3;61;null;OPEN
